,idPhoronix,nb_models,ls_architecture,ls_cpuop-mode,ls_cpu,ls_threadpercore,ls_corepersocket,ls_socket,ls_numanode,ls_vendorid,ls_cpufamily,ls_model,ls_modelname,ls_stepping,ls_cpumhz,ls_cpumaxmhz,ls_cpuminmhz,ls_bogomips,ls_l1dcache,ls_l1icache,ls_l2cache,ls_l3cache,cp_vendor_id,cp_cpufamily,cp_model,cp_modelname,cp_stepping,cp_cpumhz,cp_cachesize,cp_physicalid,cp_siblings,cp_cpucores,cp_apicid,cp_cpuidlevel,cp_bogomips,cp_clflushsize,cp_cache_alignment,cp_addresssizes,price_dollar,cp_modelname.1,ls_range,ls_modelname.1,id,Model name,Process,TDP,Release Year
,2xIntelXeonE5-24700,2,x86_64,32.64,32.0,,,2.0,,,,,,,1200.0,1200.0,1200.0,4588.31,,,,,GenuineIntel,6.0,45.0,Intel(R)Xeon(R)CPUE5-24700@2.30GHz,7.0,2301.0,20480.0,0.0,16.0,8.0,0.0,13.0,4589.0,64.0,64.0,46.48,,Intel Xeon CPU E5-24700@2.30GHz,Intel Xeon,,2xIntel Xeon E5-24700,,,,
,2xIntelXeonE5-2603v2,2,x86_64,32.64,8.0,1.0,4.0,2.0,2.0,GenuineIntel,6.0,62.0,,4.0,1200.0,1200.0,1200.0,3601.34,32.0,32.0,256.0,10240.0,GenuineIntel,6.0,62.0,Intel(R)Xeon(R)CPUE5-2603v2@1.80GHz,4.0,1800.003,10240.0,0.0,4.0,4.0,0.0,13.0,3600.0,64.0,64.0,46.48,,Intel Xeon CPU E5-2603 v2@1.80GHz,Intel Xeon,,2xIntel Xeon E5-2603 v2,,,,
,2xIntelXeonE5-26090,2,x86_64,32.64,8.0,1.0,4.0,2.0,2.0,GenuineIntel,6.0,45.0,,7.0,1200.0,1200.0,1200.0,4799.91,32.0,32.0,256.0,10240.0,GenuineIntel,6.0,45.0,Intel(R)Xeon(R)CPUE5-26090@2.40GHz,7.0,2400.0,10240.0,0.0,4.0,4.0,0.0,13.0,4800.46,64.0,64.0,46.48,,Intel Xeon CPU E5-26090@2.40GHz,Intel Xeon,,2xIntel Xeon E5-26090,,,,
,2xIntelXeonE5-26200,2,x86_64,32.64,24.0,2.0,6.0,2.0,,GenuineIntel,6.0,45.0,,7.0,1999.8329999999999,1999.8339999999998,1999.835,3999.46,32.0,32.0,256.0,15360.0,GenuineIntel,6.0,45.0,Intel(R)Xeon(R)CPUE5-26200@2.00GHz,7.0,1999.8329999999999,15360.0,0.0,12.0,6.0,0.0,13.0,3999.66,64.0,64.0,46.48,,Intel Xeon CPU E5-26200@2.00GHz,Intel Xeon,,2xIntel Xeon E5-26200,,,,
,2xIntelXeonE5-2620v2,2,x86_64,32.64,24.0,2.0,6.0,2.0,2.0,GenuineIntel,6.0,62.0,,4.0,1200.0,1200.0,1200.0,4199.93,32.0,32.0,256.0,15360.0,GenuineIntel,6.0,62.0,Intel(R)Xeon(R)CPUE5-2620v2@2.10GHz,4.0,2526.3160000000003,15360.0,0.0,12.0,6.0,0.0,13.0,4200.0,64.0,64.0,46.48,59.0,Intel Xeon CPU E5-2620 v2@2.10GHz,Intel Xeon,,2xIntel Xeon E5-2620 v2,,,,
,2xIntelXeonE5-2620v3,2,x86_64,32.64,24.0,2.0,6.0,2.0,2.0,GenuineIntel,6.0,63.0,,2.0,2401.0,2401.0,2401.0,4799.32,32.0,32.0,256.0,15360.0,GenuineIntel,6.0,63.0,Intel(R)Xeon(R)CPUE5-2620v3@2.40GHz,2.0,2401.0,15360.0,0.0,12.0,6.0,0.0,15.0,4799.93,64.0,64.0,46.48,,Intel Xeon CPU E5-2620 v3@2.40GHz,Intel Xeon,,2xIntel Xeon E5-2620 v3,,,,
,2xIntelXeonE5-2620v4,2,x86_64,32.64,32.0,2.0,8.0,2.0,2.0,GenuineIntel,6.0,79.0,Intel(R)Xeon(R)CPUE5-2620v4@2.10GHz,1.0,1200.0,1200.0,1200.0,4189.99,32.0,32.0,256.0,20480.0,GenuineIntel,6.0,79.0,Intel(R)Xeon(R)CPUE5-2620v4@2.10GHz,1.0,1200.0,20480.0,0.0,16.0,8.0,0.0,20.0,4190.25,64.0,64.0,46.48,,Intel Xeon CPU E5-2620 v4@2.10GHz,Intel Xeon,Intel Xeon CPU E5-2620 v4@2.10GHz,2xIntel Xeon E5-2620 v4,,,,
,2xIntelXeonE5-26300,2,x86_64,32.64,24.0,2.0,6.0,2.0,2.0,GenuineIntel,6.0,45.0,Intel(R)Xeon(R)CPUE5-26300@2.30GHz,7.0,1200.0,2300.0,1200.0,4588.26,32.0,32.0,256.0,15360.0,GenuineIntel,6.0,45.0,Intel(R)Xeon(R)CPUE5-26300@2.30GHz,7.0,1200.0,15360.0,0.0,12.0,6.0,0.0,13.0,4588.26,64.0,64.0,46.48,,Intel Xeon CPU E5-26300@2.30GHz,Intel Xeon,Intel Xeon CPU E5-26300@2.30GHz,2xIntel Xeon E5-26300,,,,
,2xIntelXeonE5-2630v2,2,x86_64,32.64,24.0,2.0,6.0,2.0,2.0,GenuineIntel,6.0,62.0,,4.0,1200.0,1200.0,1200.0,5201.73,32.0,32.0,256.0,15360.0,GenuineIntel,6.0,62.0,Intel(R)Xeon(R)CPUE5-2630v2@2.60GHz,4.0,1200.0,15360.0,0.0,12.0,6.0,0.0,13.0,5200.1,64.0,64.0,46.48,,Intel Xeon CPU E5-2630 v2@2.60GHz,Intel Xeon,,2xIntel Xeon E5-2630 v2,,,,
,2xIntelXeonE5-2630v3,2,x86_64,32.64,32.0,2.0,8.0,2.0,2.0,GenuineIntel,6.0,63.0,,2.0,1200.0,1200.0,1200.0,4799.9,32.0,32.0,256.0,20480.0,GenuineIntel,6.0,63.0,Intel(R)Xeon(R)CPUE5-2630v3@2.40GHz,2.0,2400.0,20480.0,0.0,16.0,8.0,0.0,15.0,4788.45,64.0,64.0,46.48,,Intel Xeon CPU E5-2630 v3@2.40GHz,Intel Xeon,,2xIntel Xeon E5-2630 v3,,,,
,2xIntelXeonE5-2630v4,2,x86_64,32.64,40.0,2.0,10.0,2.0,2.0,GenuineIntel,6.0,79.0,,1.0,2194.825,2194.826,2194.827,4389.52,32.0,32.0,256.0,25600.0,GenuineIntel,6.0,79.0,Intel(R)Xeon(R)CPUE5-2630v4@2.20GHz,1.0,2194.825,25600.0,0.0,20.0,10.0,0.0,20.0,4389.65,64.0,64.0,46.48,,Intel Xeon CPU E5-2630 v4@2.20GHz,Intel Xeon,,2xIntel Xeon E5-2630 v4,,,,
,2xIntelXeonE5-2637v2,2,x86_64,32.64,16.0,2.0,4.0,2.0,2.0,GenuineIntel,6.0,62.0,,4.0,1200.0,1200.0,1200.0,6998.93,32.0,32.0,256.0,15360.0,GenuineIntel,6.0,62.0,Intel(R)Xeon(R)CPUE5-2637v2@3.50GHz,4.0,3501.0,15360.0,0.0,8.0,4.0,2.0,13.0,7000.44,64.0,64.0,46.48,,Intel Xeon CPU E5-2637 v2@3.50GHz,Intel Xeon,,2xIntel Xeon E5-2637 v2,,,,
,2xIntelXeonE5-2637v3,2,x86_64,32.64,16.0,2.0,4.0,2.0,2.0,GenuineIntel,6.0,63.0,,2.0,1200.0,1200.0,1200.0,6993.43,32.0,32.0,256.0,15360.0,GenuineIntel,6.0,63.0,Intel(R)Xeon(R)CPUE5-2637v3@3.50GHz,2.0,1200.117,15360.0,0.0,8.0,4.0,0.0,15.0,6983.82,64.0,64.0,46.48,,Intel Xeon CPU E5-2637 v3@3.50GHz,Intel Xeon,,2xIntel Xeon E5-2637 v3,,,,
,2xIntelXeonE5-2637v4,2,x86_64,32.64,16.0,2.0,4.0,2.0,2.0,GenuineIntel,6.0,79.0,Intel(R)Xeon(R)CPUE5-2637v4@3.50GHz,1.0,1199.296,3700.0,1200.0,6985.73,32.0,32.0,256.0,15360.0,GenuineIntel,6.0,79.0,Intel(R)Xeon(R)CPUE5-2637v4@3.50GHz,1.0,1296.914,15360.0,0.0,8.0,4.0,0.0,20.0,6984.5,64.0,64.0,46.48,,Intel Xeon CPU E5-2637 v4@3.50GHz,Intel Xeon,Intel Xeon CPU E5-2637 v4@3.50GHz,2xIntel Xeon E5-2637 v4,,,,
,2xIntelXeonE5-26400,2,x86_64,32.64,24.0,2.0,6.0,2.0,2.0,GenuineIntel,6.0,45.0,,7.0,1500.0,1500.0,1500.0,5017.95,32.0,32.0,256.0,15360.0,GenuineIntel,6.0,45.0,Intel(R)Xeon(R)CPUE5-26400@2.50GHz,7.0,1200.0,15360.0,0.0,12.0,6.0,0.0,13.0,4994.45,64.0,64.0,46.48,,Intel Xeon CPU E5-26400@2.50GHz,Intel Xeon,,2xIntel Xeon E5-26400,,,,
,2xIntelXeonE5-2640v3,2,x86_64,32.64,32.0,2.0,8.0,2.0,2.0,GenuineIntel,6.0,63.0,,2.0,1200.0,1200.0,1200.0,5187.88,32.0,32.0,256.0,20480.0,GenuineIntel,6.0,63.0,Intel(R)Xeon(R)CPUE5-2640v3@2.60GHz,2.0,2600.0,20480.0,0.0,16.0,8.0,0.0,15.0,5193.94,64.0,64.0,46.48,,Intel Xeon CPU E5-2640 v3@2.60GHz,Intel Xeon,,2xIntel Xeon E5-2640 v3,,,,
,2xIntelXeonE5-2640v4,2,x86_64,32.64,40.0,2.0,10.0,2.0,2.0,GenuineIntel,6.0,79.0,Intel(R)Xeon(R)CPUE5-2640v4@2.40GHz,,2599.968,3400.0,1200.0,4790.64,32.0,32.0,256.0,25600.0,GenuineIntel,6.0,79.0,Intel(R)Xeon(R)CPUE5-2640v4@2.40GHz,1.0,2599.968,25600.0,0.0,20.0,10.0,0.0,20.0,4789.25,64.0,64.0,46.48,,Intel Xeon CPU E5-2640 v4@2.40GHz,Intel Xeon,Intel Xeon CPU E5-2640 v4@2.40GHz,2xIntel Xeon E5-2640 v4,,,,
,2xIntelXeonE5-26430,2,x86_64,32.64,16.0,2.0,4.0,2.0,2.0,GenuineIntel,6.0,45.0,,7.0,1200.0,1200.0,1200.0,6599.86,32.0,32.0,256.0,10240.0,GenuineIntel,6.0,45.0,Intel(R)Xeon(R)CPUE5-26430@3.30GHz,7.0,1200.0,10240.0,0.0,8.0,4.0,0.0,13.0,6600.7,64.0,64.0,46.48,,Intel Xeon CPU E5-26430@3.30GHz,Intel Xeon,,2xIntel Xeon E5-26430,,,,
,2xIntelXeonE5-2643v3,2,x86_64,32.64,24.0,2.0,6.0,,2.0,GenuineIntel,6.0,63.0,,2.0,3399.909,3399.91,3399.9109999999996,6799.02,32.0,32.0,256.0,20480.0,GenuineIntel,6.0,63.0,Intel(R)Xeon(R)CPUE5-2643v3@3.40GHz,2.0,3399.909,20480.0,0.0,12.0,6.0,0.0,15.0,6799.81,64.0,64.0,46.48,,Intel Xeon CPU E5-2643 v3@3.40GHz,Intel Xeon,,2xIntel Xeon E5-2643 v3,,,,
,2xIntelXeonE5-26500,2,x86_64,32.64,32.0,2.0,8.0,,2.0,GenuineIntel,6.0,45.0,,7.0,2000.05,2000.05,2000.05,3999.46,32.0,32.0,256.0,20480.0,GenuineIntel,6.0,45.0,Intel(R)Xeon(R)CPUE5-26500@2.00GHz,7.0,2000.05,20480.0,0.0,16.0,8.0,0.0,13.0,4000.1,64.0,64.0,46.48,,Intel Xeon CPU E5-26500@2.00GHz,Intel Xeon,,2xIntel Xeon E5-26500,,,,
,2xIntelXeonE5-2650L0,2,x86_64,32.64,32.0,2.0,8.0,2.0,2.0,GenuineIntel,6.0,45.0,,7.0,1200.0,1200.0,1200.0,3599.98,32.0,32.0,256.0,20480.0,GenuineIntel,6.0,45.0,Intel(R)Xeon(R)CPUE5-2650L0@1.80GHz,7.0,1200.0,20480.0,0.0,16.0,8.0,0.0,13.0,3599.78,64.0,64.0,46.48,,Intel Xeon CPU E5-2650L0@1.80GHz,Intel Xeon,,2xIntel Xeon E5-2650L0,,,,
,2xIntelXeonE5-2650Lv3,2,x86_64,32.64,2.0,1.0,1.0,2.0,1.0,GenuineIntel,6.0,63.0,,2.0,1797.9170000000001,1797.918,1797.9189999999999,3595.83,32.0,32.0,256.0,30720.0,GenuineIntel,6.0,63.0,Intel(R)Xeon(R)CPUE5-2650Lv3@1.80GHz,2.0,1199.988,30720.0,0.0,24.0,12.0,0.0,15.0,3599.9,64.0,64.0,46.48,,Intel Xeon CPU E5-2650L v3@1.80GHz,Intel Xeon,,2xIntel Xeon E5-2650L v3,,,,
,2xIntelXeonE5-2650v2,2,x86_64,32.64,32.0,2.0,8.0,2.0,2.0,GenuineIntel,6.0,62.0,,4.0,1200.0,1200.0,1200.0,5199.28,32.0,32.0,256.0,20480.0,GenuineIntel,6.0,62.0,Intel(R)Xeon(R)CPUE5-2650v2@2.60GHz,4.0,1200.0,20480.0,0.0,16.0,8.0,0.0,13.0,5200.04,64.0,64.0,46.48,,Intel Xeon CPU E5-2650 v2@2.60GHz,Intel Xeon,,2xIntel Xeon E5-2650 v2,,,,
,2xIntelXeonE5-2650v3,2,x86_64,32.64,40.0,2.0,10.0,2.0,2.0,GenuineIntel,6.0,63.0,,2.0,2299.896,2299.897,2299.8979999999997,4599.79,32.0,32.0,256.0,25600.0,GenuineIntel,6.0,63.0,Intel(R)Xeon(R)CPUE5-2650v3@2.30GHz,2.0,2300.0,25600.0,0.0,20.0,10.0,0.0,15.0,4589.78,64.0,64.0,46.48,,Intel Xeon CPU E5-2650 v3@2.30GHz,Intel Xeon,,2xIntel Xeon E5-2650 v3,,,,
,2xIntelXeonE5-2650v4,2,x86_64,32.64,48.0,2.0,12.0,2.0,2.0,GenuineIntel,6.0,79.0,Intel(R)Xeon(R)CPUE5-2650v4@2.20GHz,1.0,2500.007,2900.0,1200.0,4391.05,32.0,32.0,256.0,30720.0,GenuineIntel,6.0,79.0,Intel(R)Xeon(R)CPUE5-2650v4@2.20GHz,1.0,2500.007,30720.0,0.0,24.0,12.0,0.0,20.0,4389.91,64.0,64.0,46.48,,Intel Xeon CPU E5-2650 v4@2.20GHz,Intel Xeon,Intel Xeon CPU E5-2650 v4@2.20GHz,2xIntel Xeon E5-2650 v4,,,,
,2xIntelXeonE5-2658v2,2,x86_64,32.64,40.0,2.0,10.0,2.0,2.0,GenuineIntel,6.0,62.0,,4.0,2400.031,2400.032,2400.033,4799.3,32.0,32.0,256.0,25600.0,GenuineIntel,6.0,62.0,Intel(R)Xeon(R)CPUE5-2658v2@2.40GHz,4.0,2400.031,25600.0,0.0,20.0,10.0,0.0,13.0,4800.06,64.0,64.0,46.48,,Intel Xeon CPU E5-2658 v2@2.40GHz,Intel Xeon,,2xIntel Xeon E5-2658 v2,,,,
,2xIntelXeonE5-26600,2,x86_64,32.64,32.0,2.0,8.0,2.0,2.0,GenuineIntel,6.0,45.0,,7.0,2199.907,2199.908,2199.909,4399.36,32.0,32.0,256.0,20480.0,GenuineIntel,6.0,45.0,Intel(R)Xeon(R)CPUE5-26600@2.20GHz,7.0,2199.907,20480.0,0.0,16.0,8.0,0.0,13.0,4399.81,64.0,64.0,46.48,,Intel Xeon CPU E5-26600@2.20GHz,Intel Xeon,,2xIntel Xeon E5-26600,,,,
,2xIntelXeonE5-2660v2,2,x86_64,32.64,40.0,2.0,10.0,2.0,2.0,GenuineIntel,6.0,62.0,,4.0,2199.988,2199.989,2199.99,4401.24,32.0,32.0,256.0,25600.0,GenuineIntel,6.0,62.0,Intel(R)Xeon(R)CPUE5-2660v2@2.20GHz,4.0,2199.988,25600.0,0.0,20.0,10.0,0.0,13.0,4399.97,64.0,64.0,46.48,,Intel Xeon CPU E5-2660 v2@2.20GHz,Intel Xeon,,2xIntel Xeon E5-2660 v2,,,,
,2xIntelXeonE5-2660v3,2,x86_64,32.64,20.0,1.0,10.0,2.0,2.0,GenuineIntel,6.0,63.0,,2.0,2594.044,2594.045,2594.0460000000003,5187.6,32.0,32.0,256.0,25600.0,GenuineIntel,6.0,63.0,Intel(R)Xeon(R)CPUE5-2660v3@2.60GHz,2.0,2594.044,25600.0,0.0,10.0,10.0,0.0,15.0,5188.08,64.0,64.0,46.48,,Intel Xeon CPU E5-2660 v3@2.60GHz,Intel Xeon,,2xIntel Xeon E5-2660 v3,,,,
,2xIntelXeonE5-2660v4,2,x86_64,32.64,56.0,2.0,14.0,2.0,2.0,GenuineIntel,6.0,79.0,Intel(R)Xeon(R)CPUE5-2660v4@2.00GHz,1.0,1723.281,1723.2820000000002,1723.283,3996.13,32.0,32.0,256.0,35840.0,GenuineIntel,6.0,79.0,Intel(R)Xeon(R)CPUE5-2660v4@2.00GHz,1.0,1891.796,35840.0,0.0,28.0,14.0,0.0,20.0,3991.0,64.0,64.0,46.48,430.0,Intel Xeon CPU E5-2660 v4@2.00GHz,Intel Xeon,Intel Xeon CPU E5-2660 v4@2.00GHz,2xIntel Xeon E5-2660 v4,,,,
,2xIntelXeonE5-26650,2,x86_64,32.64,32.0,2.0,8.0,2.0,2.0,GenuineIntel,6.0,45.0,,7.0,1200.0,1200.0,1200.0,4787.84,32.0,32.0,256.0,20480.0,GenuineIntel,6.0,45.0,Intel(R)Xeon(R)CPUE5-26650@2.40GHz,7.0,1200.0,20480.0,0.0,16.0,8.0,0.0,13.0,4787.81,64.0,64.0,46.48,,Intel Xeon CPU E5-26650@2.40GHz,Intel Xeon,,2xIntel Xeon E5-26650,,,,
,2xIntelXeonE5-26670,2,x86_64,32.64,24.0,2.0,6.0,2.0,2.0,GenuineIntel,6.0,45.0,Intel(R)Xeon(R)CPUE5-26670@2.90GHz,7.0,2577.955,3500.0,1200.0,5800.49,32.0,32.0,256.0,15360.0,GenuineIntel,6.0,45.0,Intel(R)Xeon(R)CPUE5-26670@2.90GHz,7.0,1303.69,15360.0,0.0,12.0,6.0,0.0,13.0,5800.49,64.0,64.0,46.48,,Intel Xeon CPU E5-26670@2.90GHz,Intel Xeon,Intel Xeon CPU E5-26670@2.90GHz,2xIntel Xeon E5-26670,,,,
,2xIntelXeonE5-2667v3,2,x86_64,32.64,32.0,2.0,8.0,2.0,2.0,GenuineIntel,6.0,63.0,,2.0,3200.026,3200.027,3200.028,6404.59,32.0,32.0,256.0,20480.0,GenuineIntel,6.0,63.0,Intel(R)Xeon(R)CPUE5-2667v3@3.20GHz,2.0,3200.026,20480.0,0.0,16.0,8.0,0.0,15.0,6400.05,64.0,64.0,46.48,,Intel Xeon CPU E5-2667 v3@3.20GHz,Intel Xeon,,2xIntel Xeon E5-2667 v3,,,,
,2xIntelXeonE5-2667v4,2,x86_64,32.64,32.0,2.0,8.0,2.0,2.0,GenuineIntel,6.0,79.0,Intel(R)Xeon(R)CPUE5-2667v4@3.20GHz,1.0,3199.989,3199.99,3199.991,6399.07,32.0,32.0,256.0,25600.0,GenuineIntel,6.0,79.0,Intel(R)Xeon(R)CPUE5-2667v4@3.20GHz,1.0,3199.989,25600.0,0.0,16.0,8.0,0.0,20.0,6399.97,64.0,64.0,46.48,,Intel Xeon CPU E5-2667 v4@3.20GHz,Intel Xeon,Intel Xeon CPU E5-2667 v4@3.20GHz,2xIntel Xeon E5-2667 v4,,,,
,2xIntelXeonE5-2669v3,2,x86_64,32.64,48.0,2.0,12.0,2.0,4.0,GenuineIntel,6.0,63.0,Intel(R)Xeon(R)CPUE5-2669v3@2.30GHz,2.0,1200.115,3100.0,1200.0,4589.37,32.0,32.0,256.0,15360.0,GenuineIntel,6.0,63.0,Intel(R)Xeon(R)CPUE5-2669v3@2.30GHz,2.0,1199.975,15360.0,0.0,24.0,12.0,0.0,15.0,4589.37,64.0,64.0,46.48,,Intel Xeon CPU E5-2669 v3@2.30GHz,Intel Xeon,Intel Xeon CPU E5-2669 v3@2.30GHz,2xIntel Xeon E5-2669 v3,,,,
,2xIntelXeonE5-26700,2,x86_64,32.64,32.0,2.0,8.0,,2.0,GenuineIntel,6.0,45.0,,7.0,1200.0,1200.0,1200.0,5199.26,32.0,32.0,256.0,20480.0,GenuineIntel,6.0,45.0,Intel(R)Xeon(R)CPUE5-26700@2.60GHz,7.0,2599.9,20480.0,0.0,16.0,8.0,0.0,13.0,5199.8,64.0,64.0,46.48,,Intel Xeon CPU E5-26700@2.60GHz,Intel Xeon,,2xIntel Xeon E5-26700,,,,
,2xIntelXeonE5-2678v3,2,x86_64,32.64,48.0,2.0,12.0,2.0,2.0,GenuineIntel,6.0,63.0,,2.0,1200.0,1200.0,1200.0,5001.51,32.0,32.0,256.0,30720.0,GenuineIntel,6.0,63.0,Intel(R)Xeon(R)CPUE5-2678v3@2.50GHz,2.0,1276.269,30720.0,0.0,24.0,12.0,0.0,15.0,5000.32,64.0,64.0,46.48,,Intel Xeon CPU E5-2678 v3@2.50GHz,Intel Xeon,,2xIntel Xeon E5-2678 v3,,,,
,2xIntelXeonE5-26800,2,x86_64,32.64,32.0,2.0,8.0,2.0,2.0,GenuineIntel,6.0,45.0,,7.0,2699.961,2699.962,2699.9629999999997,5401.04,32.0,32.0,256.0,20480.0,GenuineIntel,6.0,45.0,Intel(R)Xeon(R)CPUE5-26800@2.70GHz,7.0,2699.961,20480.0,0.0,16.0,8.0,0.0,13.0,5399.92,64.0,64.0,46.48,,Intel Xeon CPU E5-26800@2.70GHz,Intel Xeon,,2xIntel Xeon E5-26800,,,,
,2xIntelXeonE5-2680v2,2,x86_64,32.64,20.0,1.0,10.0,2.0,1.0,GenuineIntel,6.0,62.0,,4.0,2799.998,2799.9990000000003,2799.1,5599.99,32.0,32.0,4096.0,,GenuineIntel,6.0,62.0,Intel(R)Xeon(R)CPUE5-2680v2@2.80GHz,4.0,2799.998,4096.0,0.0,10.0,10.0,0.0,13.0,5599.99,64.0,64.0,40.48,,Intel Xeon CPU E5-2680 v2@2.80GHz,Intel Xeon,,2xIntel Xeon E5-2680 v2,,,,
,2xIntelXeonE5-2680v3,2,x86_64,32.64,32.0,1.0,16.0,2.0,2.0,GenuineIntel,6.0,85.0,,4.0,2593.904,2593.905,2593.906,5185.1,32.0,32.0,1024.0,22528.0,GenuineIntel,6.0,85.0,Intel(R)Xeon(R)Gold6142CPU@2.60GHz,4.0,2593.904,22528.0,0.0,16.0,16.0,0.0,22.0,5187.8,64.0,64.0,46.48,,Intel Xeon  Gold 6142 CPU @2.60GHz,Intel Xeon,,2xIntel Xeon E5-2680 v3,,,,
,2xIntelXeonE5-2680v4,2,x86_64,32.64,56.0,2.0,14.0,2.0,2.0,GenuineIntel,6.0,79.0,,1.0,2401.0,2401.0,2401.0,4788.63,32.0,32.0,256.0,35840.0,GenuineIntel,6.0,79.0,Intel(R)Xeon(R)CPUE5-2680v4@2.40GHz,1.0,2401.0,35840.0,0.0,28.0,14.0,0.0,20.0,4789.09,64.0,64.0,46.48,,Intel Xeon CPU E5-2680 v4@2.40GHz,Intel Xeon,,2xIntel Xeon E5-2680 v4,,,,
,2xIntelXeonE5-2682v4,2,x86_64,32.64,64.0,2.0,16.0,2.0,1.0,GenuineIntel,6.0,79.0,Intel(R)Xeon(R)CPUE5-2682v4@2.50GHz,1.0,2492.1620000000003,2500.0,1200.0,4988.79,32.0,32.0,256.0,40960.0,GenuineIntel,6.0,79.0,Intel(R)Xeon(R)CPUE5-2682v4@2.50GHz,1.0,2494.44,40960.0,0.0,32.0,16.0,0.0,20.0,4988.79,64.0,64.0,46.48,,Intel Xeon CPU E5-2682 v4@2.50GHz,Intel Xeon,Intel Xeon CPU E5-2682 v4@2.50GHz,2xIntel Xeon E5-2682 v4,,,,
,2xIntelXeonE5-2683v3,2,x86_64,32.64,56.0,2.0,14.0,2.0,2.0,GenuineIntel,6.0,63.0,,2.0,1200.0,1200.0,1200.0,4001.43,32.0,32.0,256.0,35840.0,GenuineIntel,6.0,63.0,Intel(R)Xeon(R)CPUE5-2683v3@2.00GHz,2.0,1200.0,35840.0,0.0,28.0,14.0,0.0,15.0,3999.82,64.0,64.0,46.48,,Intel Xeon CPU E5-2683 v3@2.00GHz,Intel Xeon,,2xIntel Xeon E5-2683 v3,,,,
,2xIntelXeonE5-2683v4,2,x86_64,32.64,64.0,2.0,16.0,2.0,2.0,GenuineIntel,6.0,79.0,Intel(R)Xeon(R)CPUE5-2683v4@2.10GHz,1.0,1900.0,1900.0,1900.0,4190.01,32.0,32.0,256.0,40960.0,GenuineIntel,6.0,79.0,Intel(R)Xeon(R)CPUE5-2683v4@2.10GHz,1.0,1200.0,40960.0,0.0,32.0,16.0,0.0,20.0,4190.45,64.0,64.0,46.48,,Intel Xeon CPU E5-2683 v4@2.10GHz,Intel Xeon,Intel Xeon CPU E5-2683 v4@2.10GHz,2xIntel Xeon E5-2683 v4,,,,
,2xIntelXeonE5-2687W0,2,x86_64,32.64,32.0,2.0,8.0,2.0,2.0,GenuineIntel,6.0,45.0,,7.0,1200.0,1200.0,1200.0,6185.06,32.0,32.0,256.0,20480.0,GenuineIntel,6.0,45.0,Intel(R)Xeon(R)CPUE5-2687W0@3.10GHz,7.0,3100.0,20480.0,0.0,16.0,8.0,0.0,13.0,6185.4,64.0,64.0,46.48,,Intel Xeon CPU E5-2687W0@3.10GHz,Intel Xeon,,2xIntel Xeon E5-2687W0,,,,
,2xIntelXeonE5-26900,2,x86_64,32.64,32.0,2.0,8.0,2.0,2.0,GenuineIntel,6.0,45.0,Intel(R)Xeon(R)CPUE5-26900@2.90GHz,7.0,2900.011,2900.012,2900.013,5800.02,32.0,32.0,256.0,20480.0,GenuineIntel,6.0,45.0,Intel(R)Xeon(R)CPUE5-26900@2.90GHz,7.0,2900.011,20480.0,0.0,16.0,8.0,0.0,13.0,5800.02,64.0,64.0,46.48,,Intel Xeon CPU E5-26900@2.90GHz,Intel Xeon,Intel Xeon CPU E5-26900@2.90GHz,2xIntel Xeon E5-26900,,,,
,2xIntelXeonE5-2690v2,2,x86_64,32.64,40.0,2.0,10.0,2.0,2.0,GenuineIntel,6.0,62.0,Intel(R)Xeon(R)CPUE5-2690v2@3.00GHz,4.0,3001.171,3001.172,3001.173,6006.03,32.0,32.0,256.0,25600.0,GenuineIntel,6.0,62.0,Intel(R)Xeon(R)CPUE5-2690v2@3.00GHz,4.0,1299.0230000000001,25600.0,0.0,20.0,10.0,0.0,13.0,6000.32,64.0,64.0,46.48,340.0,Intel Xeon CPU E5-2690 v2@3.00GHz,Intel Xeon,Intel Xeon CPU E5-2690 v2@3.00GHz,2xIntel Xeon E5-2690 v2,,,,
,2xIntelXeonE5-2690v3,2,x86_64,32.64,48.0,2.0,12.0,2.0,2.0,GenuineIntel,6.0,63.0,,2.0,2596.81,2596.82,2596.83,5193.42,32.0,32.0,256.0,30720.0,GenuineIntel,6.0,63.0,Intel(R)Xeon(R)CPUE5-2690v3@2.60GHz,2.0,2596.81,30720.0,0.0,24.0,12.0,0.0,15.0,5193.62,64.0,64.0,46.48,,Intel Xeon CPU E5-2690 v3@2.60GHz,Intel Xeon,,2xIntel Xeon E5-2690 v3,,,,
,2xIntelXeonE5-2690v4,2,x86_64,32.64,56.0,2.0,14.0,2.0,2.0,GenuineIntel,6.0,79.0,,1.0,1720.0620000000001,1720.0629999999999,1720.0639999999999,5189.7,32.0,32.0,256.0,35840.0,GenuineIntel,6.0,79.0,Intel(R)Xeon(R)CPUE5-2690v4@2.60GHz,1.0,1939.8429999999998,35840.0,0.0,28.0,14.0,0.0,20.0,5188.21,64.0,64.0,46.48,508.0,Intel Xeon CPU E5-2690 v4@2.60GHz,Intel Xeon,,2xIntel Xeon E5-2690 v4,,,,
